Specification of soil-vegetation components (links soter, terrain component, soil and vegetation properties)																													
For each block: first line Soil IDs, Second line Land use, third line fraction of SVCs in each terrain component																													
Subasin-ID[-],LU-ID[-],TC-ID[-],fraction_rocky[-],nbrSVC[-],Soil-ID(30 values)[-],Vegetation-ID (30 values)[-],fraction (30 values)[-]																													
126	5926	8958	0	4	7103	7103	8001	16007																					
126	5926	8958	0	4	0.82	0.01	0.12	0.04																					
126	5926	8964	0	4	64	64	64	64																					
126	5926	8964	0	4	7103	8001	9103	16007																					
126	5926	8964	0	4	0.76	0.1	0.05	0.09																					
127	3227	8975	0	4	39	39	39	50																					
127	3227	8975	0	4	7103	9103	16007	16007																					
127	3227	8975	0	4	0.04	0.08	0.84	0.05																					
127	3227	8981	0	6	39	50	39	50	39	50																			
127	3227	8981	0	6	7103	7103	9103	9103	16007	16007																			
127	3227	8981	0	6	0.18	0.02	0.02	0.11	0.29	0.39																			
127	6227	8998	0	5	39	96	39	39	105																				
127	6227	8998	0	5	7103	7103	9203	16007	16007																				
127	6227	8998	0	5	0.09	0.01	0.01	0.85	0.04																				
127	6227	9015	0	14	39	64	64	96	39	64	96	39	64	96	39	64	96	105											
127	6227	9015	0	14	7103	7103	7103	7103	9103	9103	9103	9203	9203	9203	16007	16007	16007	16007											
127	6227	9015	0	14	0.08	0.05	0.02	0.04	0.02	0.06	0.01	0.03	0.01	0.05	0.57	0.04	0.01	0.01											
127	6227	9028	0	11	39	64	96	64	96	96	39	64	96	39	105														
127	6227	9028	0	11	7103	7103	7103	9103	9103	9103	9203	9203	9203	16007	16007														
127	6227	9028	0	11	0.01	0.01	0.01	0.1	0.04	0.07	0.14	0.02	0.58	0.02	0.01														
127	7127	9037	0	9	39	50	35	39	50	96	39	50	96																
127	7127	9037	0	9	7103	7103	9103	9103	9103	9103	16007	16007	16007																
127	7127	9037	0	9	0.16	0.07	0.02	0.18	0.03	0.04	0.45	0.04	0.01																
127	7127	9046	0	8	39	50	39	96	39	96	39	50																	
127	7127	9046	0	8	7103	7103	9103	9103	9203	9203	16007	16007																	
127	7127	9046	0	8	0.24	0.37	0.05	0.06	0.02	0.01	0.14	0.12																	
127	7127	9050	0	3	39	50	50																						
127	7127	9050	0	3	7103	7103	16007																						
127	7127	9050	0	3	0.02	0.8	0.18																						
134	534	9230	0	7	109	64	83	96	96	109	96																		
134	534	9230	0	7	7103	7103	7103	7103	7103	16007	16007																		
134	534	9230	0	7	0.78	0.01	0.01	0.01	0.18	0.01	0.01																		
134	534	9233	0	3	64	83	96																						
134	534	9233	0	3	7103	7103	7103																						
134	534	9233	0	3	0.01	0.85	0.14																						
134	1734	9259	0	12	109	55	64	83	93	83	83	55	64	83	96	93													
134	1734	9259	0	12	7103	7103	7103	7103	7103	8001	8004	16007	16007	16007	16007	16007													
134	1734	9259	0	12	0.01	0.02	0.05	0.09	0.21	0.01	0.04	0.01	0.01	0.28	0.01	0.27													
134	3534	9279	0	7	109	83	96	83	96	83	96																		
134	3534	9279	0	7	7103	7103	7103	8001	8001	8004	8004																		
134	3534	9279	0	7	0.21	0.36	0.14	0.13	0.06	0.09	0.02																		
134	3534	9306	0	12	55	64	83	96	93	64	83	93	83	96	83	93													
134	3534	9306	0	12	7103	7103	7103	7103	7103	8001	8001	8001	8004	8004	16007	16007													
134	3534	9306	0	12	0.02	0.24	0.11	0.01	0.31	0.02	0.06	0.03	0.12	0.02	0.05	0.01													
134	3534	9317	0	10	51	55	93	51	96	93	51	55	96	93															
134	3534	9317	0	10	7103	7103	7103	7153	7153	7153	16007	16007	16007	16007															
134	3534	9317	0	10	0.02	0.07	0.29	0.14	0.03	0.07	0.05	0.04	0.01	0.27															
134	5934	9341	0	9	109	64	83	96	96	64	83	96	96																
134	5934	9341	0	9	7103	7103	7103	7103	7103	16007	16007	16007	16007																
134	5934	9341	0	9	0.07	0.05	0.2	0.25	0.25	0.02	0.11	0.02	0.03																
137	537	9684	0	3	109	96	96																						
137	537	9684	0	3	7103	7103	16007																						
137	537	9684	0	3	0.87	0.12	0.01																						
137	537	9689	0	3	109	96	96																						
137	537	9689	0	3	7103	7103	16007																						
137	537	9689	0	3	0.36	0.24	0.4																						
137	1737	9701	0	7	64	96	93	64	83	96	93																		
137	1737	9701	0	7	7103	7103	7103	16007	16007	16007	16007																		
137	1737	9701	0	7	0.01	0.03	0.04	0.1	0.61	0.13	0.09																		
137	5937	9730	0	11	109	64	83	96	93	64	64	96	64	83	96														
137	5937	9730	0	11	7103	7103	7103	7103	7103	8001	9103	9103	16007	16007	16007														
137	5937	9730	0	11	0.03	0.34	0.04	0.36	0.01	0.04	0.09	0.03	0.01	0.02	0.02														
137	5937	9757	0	10	64	96	96	93	64	64	96	96	64	93															
137	5937	9757	0	10	7103	7103	7103	7103	8001	9103	9103	9103	16007	16007															
137	5937	9757	0	10	0.48	0.04	0.02	0.03	0.07	0.32	0.01	0.01	0.01	0.01															
137	5937	9772	0	6	64	96	93	64	64	96																			
137	5937	9772	0	6	7103	7103	7103	8001	9103	9103																			
137	5937	9772	0	6	0.28	0.14	0.03	0.07	0.15	0.32																			
138	1738	9801	0	4	55	83	83	83																					
138	1738	9801	0	4	7103	7103	8004	16007																					
138	1738	9801	0	4	0.13	0.17	0.68	0.02																					
138	3538	9822	0	9	55	83	93	93	83	96	55	83	93																
138	3538	9822	0	9	7103	7103	7103	8001	8004	8004	16007	16007	16007																
138	3538	9822	0	9	0.03	0.35	0.03	0.01	0.14	0.02	0.02	0.39	0.02																
139	1739	9835	0	6	83	96	83	96	83	96																			
139	1739	9835	0	6	7103	7103	8001	8001	16007	16007																			
139	1739	9835	0	6	0.07	0.19	0.01	0.04	0.61	0.08																			
139	5939	9850	0	5	64	83	96	83	96																				
139	5939	9850	0	5	7103	7103	7103	16007	16007																				
139	5939	9850	0	5	0.03	0.01	0.94	0.01	0.01																				
139	5939	9859	0	3	64	96	83																						
139	5939	9859	0	3	7103	7103	16007																						
139	5939	9859	0	3	0.57	0.42	0.01																						
142	3242	10149	0	10	35	96	96	109	35	96	96	109	35	96															
142	3242	10149	0	10	7103	7103	7103	7103	9103	9103	9103	9103	16007	16007															
142	3242	10149	0	10	0.41	0.02	0.02	0.01	0.16	0.02	0.02	0.01	0.2	0.12															
142	7142	10204	0	9	35	96	96	35	35	50	96	96	96																
142	7142	10204	0	9	7103	7103	7103	9103	9203	9203	9203	9203	9203																
142	7142	10204	0	9	0.26	0.21	0.02	0.02	0.11	0.04	0.07	0.1	0.18																
142	7142	10212	0	6	35	50	96	96	96	35																			
142	7142	10212	0	6	9203	9203	9203	9203	9203	16007																			
142	7142	10212	0	6	0.25	0.39	0.03	0.18	0.15	0.01																			
142	13242	10173	0	16	35	50	50	96	96	96	109	35	96	109	35	50	35	50	50	96									
142	13242	10173	0	16	7103	7103	7103	7103	7103	7103	7103	9103	9103	9103	9203	9203	16007	16007	16007	16007									
142	13242	10173	0	16	0.19	0.01	0.02	0.09	0.04	0.01	0.01	0.03	0.05	0.01	0.03	0.04	0.2	0.02	0.11	0.16									
142	13242	10193	0	13	50	50	96	96	50	96	35	50	96	96	50	50	96												
142	13242	10193	0	13	7103	7103	7103	7103	9103	9103	9203	9203	9203	9203	16007	16007	16007												
142	13242	10193	0	13	0.07	0.04	0.03	0.01	0.01	0.04	0.1	0.51	0.03	0.05	0.03	0.01	0.08												
143	3243	10232	0	6	35	39	35	39	35	109																			
143	3243	10232	0	6	7103	9103	9103	16007	16007	16007																			
143	3243	10232	0	6	0.12	0.02	0.41	0.1	0.31	0.04																			
143	3243	10257	0	17	35	96	96	39	35	50	96	96	109	39	35	96	39	35	50	96	109								
143	3243	10257	0	17	7103	7103	7103	9103	9103	9103	9103	9103	9103	9203	9203	9203	16007	16007	16007	16007	16007								
143	3243	10257	0	17	0.07	0.01	0.01	0.12	0.5	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.04	0.11	0.04	0.01	0.01								
143	3843	10287	0	6	11	35	11	35	11	35																			
143	3843	10287	0	6	7103	7103	9103	9103	16007	16007																			
143	3843	10287	0	6	0.01	0.09	0.03	0.44	0.08	0.36																			
143	3843	10303	0	9	11	35	50	11	11	35	11	11	35																
143	3843	10303	0	9	7103	7103	7103	7203	9103	9103	9203	16007	16007																
143	3843	10303	0	9	0.1	0.08	0.03	0.02	0.17	0.22	0.11	0.24	0.04																
143	3843	10315	0	9	11	11	11	11	35	96	11	11	11																
143	3843	10315	0	9	7103	7203	7203	9103	9103	9103	9203	9203	16007																
143	3843	10315	0	9	0.08	0.02	0.03	0.07	0.04	0.01	0.06	0.66	0.06																
143	6243	10327	0	3	35	35	35																						
143	6243	10327	0	3	7103	9103	16007																						
143	6243	10327	0	3	0.43	0.47	0.09																						
143	6243	10335	0	4	35	35	96	35																					
143	6243	10335	0	4	7103	9103	9103	16007																					
143	6243	10335	0	4	0.31	0.62	0.02	0.05																					
143	7143	10360	0	17	35	50	96	11	11	11	35	96	96	11	11	35	96	11	11	35	96								
143	7143	10360	0	17	7103	7103	7103	7203	7203	9103	9103	9103	9103	9203	9203	9203	9203	16007	16007	16007	16007								
143	7143	10360	0	17	0.08	0.03	0.01	0.14	0.13	0.07	0.04	0.02	0.02	0.09	0.06	0.02	0.03	0.06	0.11	0.07	0.01								
143	7143	10377	0	9	11	11	11	35	96	96	11	11	96																
143	7143	10377	0	9	7203	7203	9103	9103	9103	9103	9203	9203	9203																
143	7143	10377	0	9	0.3	0.03	0.03	0.05	0.01	0.04	0.21	0.06	0.29																
143	7143	10382	0	5	11	11	96	11	96																				
143	7143	10382	0	5	7203	7203	9103	9203	9203																				
143	7143	10382	0	5	0.05	0.41	0.01	0.11	0.43																				
144	3844	10409	0	12	50	55	50	50	50	55	96	50	50	55	96	96													
144	3844	10409	0	12	7103	7103	8001	9103	9103	9103	9103	16007	16007	16007	16007	16007													
144	3844	10409	0	12	0.03	0.01	0.02	0.26	0.06	0.14	0.1	0.18	0.04	0.07	0.08	0.01													
144	3844	10423	0	11	50	55	50	50	55	96	96	50	50	55	96														
144	3844	10423	0	11	7103	7103	9103	9103	9103	9103	9103	16007	16007	16007	16007														
144	3844	10423	0	11	0.01	0.03	0.13	0.27	0.15	0.01	0.02	0.09	0.09	0.12	0.07														
144	3844	10430	0	6	50	50	50	50	50	55																			
144	3844	10430	0	6	7103	9103	9103	16007	16007	16007																			
144	3844	10430	0	6	0.01	0.7	0.26	0.01	0.01	0.01																			
144	5944	10443	0	8	96	64	96	64	96	55	64	96																	
144	5944	10443	0	8	7103	8001	8001	9103	9103	16007	16007	16007																	
144	5944	10443	0	8	0.01	0.01	0.57	0.02	0.2	0.01	0.08	0.11																	
144	5944	10454	0	7	96	55	64	96	55	64	96																		
144	5944	10454	0	7	8001	9103	9103	9103	16007	16007	16007																		
144	5944	10454	0	7	0.03	0.11	0.01	0.29	0.39	0.01	0.17																		
144	6244	10474	0	14	50	64	96	96	50	64	96	96	50	64	96	96	50	96											
144	6244	10474	0	14	7103	7103	7103	7103	8001	8001	8001	8001	9103	9103	9103	9103	16007	16007											
144	6244	10474	0	14	0.17	0.28	0.02	0.05	0.06	0.06	0.09	0.03	0.06	0.07	0.04	0.02	0.02	0.03											
144	6244	10486	0	9	50	64	96	50	64	96	50	64	50																
144	6244	10486	0	9	7103	7103	7103	8001	8001	8001	9103	9103	16007																
144	6244	10486	0	9	0.28	0.07	0.02	0.2	0.01	0.01	0.22	0.01	0.19																
145	3845	10504	0	6	50	50	50	50	50	50																			
145	3845	10504	0	6	7103	7103	9103	9103	16007	16007																			
145	3845	10504	0	6	0.01	0.02	0.18	0.01	0.77	0.01																			
145	3845	10513	0	9	50	50	50	50	50	50	50	50	50																
145	3845	10513	0	9	7103	7103	7103	9103	9103	9103	16007	16007	16007																
145	3845	10513	0	9	0.08	0.11	0.01	0.2	0.12	0.11	0.27	0.06	0.04																
145	3845	10521	0	4	50	50	50	50																					
145	3845	10521	0	4	7103	7103	9103	9103																					
145	3845	10521	0	4	0.18	0.04	0.64	0.14																					
145	6545	10524	0	1	50																								
145	6545	10524	0	1	7103																								
145	6545	10524	0	1	1																								
145	6545	10528	0	4	50	50	50	50																					
145	6545	10528	0	4	7103	7103	9103	9103																					
145	6545	10528	0	4	0.39	0.3	0.1	0.21																					
146	3846	10540	0	2	55	55																							
146	3846	10540	0	2	9103	16007																							
146	3846	10540	0	2	0.01	0.99																							
146	3846	10542	0	2	55	55																							
146	3846	10542	0	2	9103	16007																							
146	3846	10542	0	2	0.12	0.88																							
146	5946	10545	0	2	39	55																							
146	5946	10545	0	2	16007	16007																							
146	5946	10545	0	2	0.02	0.98																							
146	15946	10546	0	1	55																								
146	15946	10546	0	1	16007																								
146	15946	10546	0	1	1																								
147	3247	10557	0	5	39	39	109	39	109																				
147	3247	10557	0	5	7103	9103	9103	16007	16007																				
147	3247	10557	0	5	0.01	0.09	0.09	0.19	0.63																				
147	3247	10580	0	13	39	35	64	96	39	35	64	96	109	39	64	96	109												
147	3247	10580	0	13	7103	7103	7103	7103	9103	9103	9103	9103	9103	16007	16007	16007	16007												
147	3247	10580	0	13	0.11	0.02	0.02	0.03	0.31	0.07	0.04	0.07	0.06	0.13	0.04	0.03	0.08												
147	13247	10593	0	10	96	109	35	64	96	109	64	96	109	96															
147	13247	10593	0	10	7103	7103	9103	9103	9103	9103	9203	9203	9203	16007															
147	13247	10593	0	10	0.03	0.03	0.04	0.04	0.44	0.18	0.02	0.18	0.02	0.01															
148	7148	10628	0	7	11	11	11	11	96	11	11																		
148	7148	10628	0	7	7103	7203	7203	9103	9103	9203	16007																		
148	7148	10628	0	7	0.12	0.22	0.21	0.3	0.03	0.04	0.07																		
148	7148	10636	0	4	11	11	11	11																					
148	7148	10636	0	4	7203	7203	9203	9203																					
148	7148	10636	0	4	0.65	0.03	0.31	0.01																					
148	7148	10640	0	3	11	11	11																						
148	7148	10640	0	3	7203	7203	9203																						
148	7148	10640	0	3	0.02	0.81	0.16																						
149	3849	10659	0	10	11	50	50	11	11	50	11	11	50	50															
149	3849	10659	0	10	7103	7103	7103	7203	7203	9103	9203	16007	16007	16007															
149	3849	10659	0	10	0.14	0.01	0.24	0.01	0.02	0.06	0.04	0.07	0.13	0.28															
149	3849	10674	0	13	11	11	50	11	11	50	50	11	11	50	11	50	50												
149	3849	10674	0	13	7103	7103	7103	7203	7203	9103	9103	9203	9203	9203	16007	16007	16007												
149	3849	10674	0	13	0.07	0.27	0.1	0.13	0.08	0.01	0.02	0.07	0.13	0.01	0.03	0.07	0.01												
149	3849	10689	0	8	11	11	11	11	11	11	50	11																	
149	3849	10689	0	8	7103	7103	7203	7203	9203	9203	9203	16007																	
149	3849	10689	0	8	0.04	0.02	0.28	0.02	0.32	0.27	0.04	0.01																	
149	6249	10702	0	2	50	50																							
149	6249	10702	0	2	9103	16007																							
149	6249	10702	0	2	0.52	0.48																							
149	6249	10710	0	3	50	50	50																						
149	6249	10710	0	3	9103	9103	16007																						
149	6249	10710	0	3	0.01	0.58	0.41																						
149	7149	10717	0	5	11	11	11	11	11																				
149	7149	10717	0	5	7103	7203	7203	9203	9203																				
149	7149	10717	0	5	0.05	0.69	0.18	0.07	0.02																				
149	7149	10726	0	6	11	11	11	11	11	11																			
149	7149	10726	0	6	7103	7203	7203	9203	9203	16007																			
149	7149	10726	0	6	0.01	0.47	0.44	0.01	0.06	0.02																			
149	7149	10731	0	4	11	11	11	11																					
149	7149	10731	0	4	7203	7203	9203	16007																					
149	7149	10731	0	4	0.37	0.47	0.12	0.04																					
150	3850	10750	0	11	11	50	50	11	50	50	50	50	11	50	50														
150	3850	10750	0	11	7103	7103	7103	7203	7203	7203	9103	9103	16007	16007	16007														
150	3850	10750	0	11	0.01	0.09	0.09	0.06	0.01	0.1	0.11	0.05	0.06	0.17	0.25														
150	3850	10782	0	22	11	50	50	11	11	11	50	50	11	11	50	50	11	11	11	50	11	11	11	50	50	50			
150	3850	10782	0	22	7103	7103	7103	7203	7203	7203	7203	7203	9103	9103	9103	9103	9203	9203	9203	9203	16007	16007	16007	16007	16007	16007			
150	3850	10782	0	22	0.04	0.01	0.01	0.01	0.05	0.19	0.01	0.01	0.01	0.09	0.05	0.01	0.03	0.05	0.07	0.01	0.1	0.03	0.13	0.02	0.07	0.02			
150	3850	10805	0	19	11	50	11	11	11	35	50	11	50	11	11	11	35	50	11	11	11	35	50						
150	3850	10805	0	19	7103	7103	7203	7203	7203	7203	7203	9103	9103	9203	9203	9203	9203	9203	16007	16007	16007	16007	16007						
150	3850	10805	0	19	0.01	0.03	0.04	0.05	0.05	0.01	0.03	0.01	0.01	0.1	0.07	0.07	0.02	0.08	0.15	0.1	0.02	0.08	0.08						
150	7150	10868	0	3	11	11	11																						
150	7150	10868	0	3	7203	16007	16007																						
150	7150	10868	0	3	0.22	0.04	0.75																						
150	7150	10873	0	3	11	11	11																						
150	7150	10873	0	3	7203	9203	16007																						
150	7150	10873	0	3	0.4	0.25	0.35																						
150	7150	10878	0	4	11	11	11	11																					
150	7150	10878	0	4	7203	7203	9203	16007																					
150	7150	10878	0	4	0.04	0.47	0.35	0.13																					
150	13850	10824	0	15	50	11	11	35	50	50	11	11	11	35	50	11	11	35	50										
150	13850	10824	0	15	7103	7203	7203	7203	7203	9103	9203	9203	9203	9203	9203	16007	16007	16007	16007										
150	13850	10824	0	15	0.02	0.06	0.08	0.04	0.06	0.01	0.08	0.04	0.01	0.13	0.08	0.05	0.04	0.23	0.08										
150	13850	10841	0	11	11	11	35	50	11	11	35	50	11	35	50														
150	13850	10841	0	11	7203	7203	7203	7203	9203	9203	9203	9203	16007	16007	16007														
150	13850	10841	0	11	0.03	0.08	0.03	0.22	0.06	0.07	0.14	0.06	0.01	0.08	0.22														
151	3851	10882	0	2	11	35																							
151	3851	10882	0	2	9103	9103																							
151	3851	10882	0	2	0.69	0.31																							
151	3851	10886	0	2	11	35																							
151	3851	10886	0	2	9103	9103																							
151	3851	10886	0	2	0.94	0.06																							
151	3851	10891	0	4	11	11	11	11																					
151	3851	10891	0	4	7203	9103	9203	16007																					
151	3851	10891	0	4	0.06	0.21	0.71	0.02																					
151	7151	10906	0	5	11	11	35	11	11																				
151	7151	10906	0	5	9103	9103	9103	9203	9203																				
151	7151	10906	0	5	0.2	0.71	0.06	0.02	0.01																				
151	7151	10912	0	6	11	11	11	11	11	11																			
151	7151	10912	0	6	7203	9103	9103	9203	9203	16007																			
151	7151	10912	0	6	0.19	0.56	0.06	0.13	0.03	0.03																			
151	7151	10917	0	4	11	11	11	11																					
151	7151	10917	0	4	7203	9103	9203	16007																					
151	7151	10917	0	4	0.39	0.27	0.14	0.2																					
151	13851	10896	0	5	11	11	11	11	11																				
151	13851	10896	0	5	7203	9103	9203	9203	16007																				
151	13851	10896	0	5	0.1	0.01	0.11	0.76	0.01																				
151	13851	10900	0	4	11	11	11	11																					
151	13851	10900	0	4	7203	9203	9203	16007																					
151	13851	10900	0	4	0.11	0.03	0.8	0.07																					
152	7152	10925	0	5	50	50	60	50	50																				
152	7152	10925	0	5	7103	7103	7103	9203	9203																				
152	7152	10925	0	5	0.45	0.09	0.01	0.14	0.3																				
153	7153	10929	0	2	11	11																							
153	7153	10929	0	2	7203	7203																							
153	7153	10929	0	2	0.73	0.27																							
153	7153	10933	0	3	11	11	11																						
153	7153	10933	0	3	7203	7203	9203																						
153	7153	10933	0	3	0.59	0.4	0.01																						
154	13854	10946	0	6	35	50	35	50	35	50																			
154	13854	10946	0	6	7203	7203	9203	9203	16007	16007																			
154	13854	10946	0	6	0.04	0.03	0.33	0.04	0.5	0.07																			
154	13854	10952	0	6	35	50	35	50	35	50																			
154	13854	10952	0	6	7203	7203	9203	9203	16007	16007																			
154	13854	10952	0	6	0.03	0.35	0.06	0.01	0.16	0.39																			
154	15654	10954	0	2	35	35																							
154	15654	10954	0	2	9203	16007																							
154	15654	10954	0	2	0.6	0.4																							
154	15654	10956	0	2	35	35																							
154	15654	10956	0	2	9203	16007																							
154	15654	10956	0	2	0.59	0.41																							
155	3855	10988	0	8	50	50	50	50	50	50	50	50																	
155	3855	10988	0	8	7103	7103	9103	9103	9103	16007	16007	16007																	
155	3855	10988	0	8	0.04	0.13	0.01	0.23	0.01	0.15	0.44	0.01																	
155	3855	11025	0	24	11	50	50	50	50	50	96	50	50	50	50	50	96	11	50	50	96	11	50	50	50	50	50	96	
155	3855	11025	0	24	7103	7103	7103	7103	7103	7103	7103	7203	9103	9103	9103	9103	9103	9203	9203	9203	9203	16007	16007	16007	16007	16007	16007	16007	
155	3855	11025	0	24	0.05	0.01	0.05	0.04	0.01	0.01	0.02	0.02	0.02	0.07	0.06	0.03	0.03	0.01	0.03	0.02	0.04	0.05	0.01	0.23	0.09	0.05	0.03	0.02	
155	3855	11053	0	19	11	50	50	96	50	50	50	50	96	11	39	50	50	50	96	11	50	50	96						
155	3855	11053	0	19	7103	7103	7103	7103	7203	9103	9103	9103	9103	9203	9203	9203	9203	9203	9203	16007	16007	16007	16007						
155	3855	11053	0	19	0.04	0.04	0.01	0.05	0.02	0.01	0.02	0.01	0.07	0.05	0.01	0.08	0.03	0.06	0.37	0.04	0.04	0.05	0.02						
155	5655	11097	0	11	50	96	50	50	96	50	50	96	50	50	96														
155	5655	11097	0	11	7103	7103	9103	9103	9103	9203	9203	9203	16007	16007	16007														
155	5655	11097	0	11	0.27	0.04	0.08	0.28	0.03	0.01	0.09	0.02	0.05	0.09	0.04														
155	5655	11113	0	12	50	50	96	50	50	96	50	50	96	50	50	96													
155	5655	11113	0	12	7103	7103	7103	9103	9103	9103	9203	9203	9203	16007	16007	16007													
155	5655	11113	0	12	0.01	0.08	0.32	0.01	0.14	0.1	0.03	0.11	0.09	0.01	0.04	0.08													
155	5655	11128	0	11	50	96	50	50	96	39	50	50	96	50	96														
155	5655	11128	0	11	7103	7103	9103	9103	9103	9203	9203	9203	9203	16007	16007														
155	5655	11128	0	11	0.04	0.35	0.02	0.04	0.08	0.01	0.08	0.14	0.17	0.04	0.02														
155	13855	11074	0	16	39	50	96	50	96	96	11	39	50	50	50	96	96	39	50	96									
155	13855	11074	0	16	7103	7103	7103	7203	7203	9103	9203	9203	9203	9203	9203	9203	9203	16007	16007	16007									
155	13855	11074	0	16	0.01	0.04	0.01	0.03	0.05	0.01	0.09	0.01	0.09	0.02	0.02	0.01	0.57	0.01	0.04	0.01									
155	13855	11083	0	5	50	96	50	96	50																				
155	13855	11083	0	5	7103	7203	9203	9203	16007																				
155	13855	11083	0	5	0.02	0.02	0.18	0.77	0.02																				
155	15655	11142	0	10	50	96	96	39	50	50	96	39	50	96															
155	15655	11142	0	10	7103	7103	9103	9203	9203	9203	9203	16007	16007	16007															
155	15655	11142	0	10	0.12	0.23	0.09	0.02	0.1	0.06	0.23	0.02	0.12	0.02															
155	15655	11156	0	11	39	50	96	96	11	50	50	96	39	50	96														
155	15655	11156	0	11	7103	7103	7103	9103	9203	9203	9203	9203	16007	16007	16007														
155	15655	11156	0	11	0.01	0.15	0.09	0.09	0.01	0.05	0.01	0.36	0.01	0.15	0.08														
155	15655	11159	0	2	96	96																							
155	15655	11159	0	2	9203	16007																							
155	15655	11159	0	2	0.92	0.08																							
156	3856	11220	0	7	50	35	50	64	35	50	64																		
156	3856	11220	0	7	7103	9103	9103	9103	16007	16007	16007																		
156	3856	11220	0	7	0.22	0.16	0.15	0.03	0.18	0.25	0.01																		
156	3856	11226	0	6	50	35	50	35	50	55																			
156	3856	11226	0	6	7103	9103	9103	16007	16007	16007																			
156	3856	11226	0	6	0.16	0.08	0.58	0.12	0.05	0.01																			
156	5956	11268	0	12	64	64	96	96	39	64	96	96	39	64	96	96													
156	5956	11268	0	12	7103	8001	8001	8001	9103	9103	9103	9103	16007	16007	16007	16007													
156	5956	11268	0	12	0.03	0.16	0.01	0.01	0.02	0.41	0.03	0.02	0.04	0.21	0.04	0.02													
156	5956	11298	0	17	64	64	96	93	39	55	64	96	96	96	93	39	55	64	96	96	93								
156	5956	11298	0	17	7103	8001	8001	8001	9103	9103	9103	9103	9103	9103	9103	16007	16007	16007	16007	16007	16007								
